Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
20,Male,Electronics And Communication,0,8.8,1,0,1
19,Male,Electronics And Communication,1,5.9,0,0,0
19,Male,Electrical,2,6.9,0,0,0
20,Male,Electrical,1,5.1,0,0,0
22,Female,Mechanical,1,5.7,1,0,0
22,Male,Computer Science,0,5.9,1,0,0
22,Male,Information Technology,0,5.3,0,0,0
22,Male,Civil,1,8.3,1,0,1
20,Male,Civil,0,9.2,0,0,0
22,Male,Electronics And Communication,0,6.9,0,0,0
21,Female,Mechanical,1,9.4,0,0,1
22,Female,Electronics And Communication,0,6.1,0,0,0
19,Male,Electronics And Communication,0,6.6,1,0,0
22,Male,Information Technology,1,5.8,0,1,0
20,Male,Computer Science,1,8.1,0,0,1
19,Male,Electrical,2,7.1,1,0,1
20,Male,Electronics And Communication,1,8.1,0,0,0
20,Male,Information Technology,1,8.8,1,0,1
19,Male,Electrical,2,7.7,0,0,1
20,Male,Electrical,1,8.1,0,0,1
20,Male,Electronics And Communication,0,9.7,0,0,1
22,Male,Computer Science,0,6.5,0,1,0
21,Male,Information Technology,1,6.8,1,0,0
20,Male,Electronics And Communication,1,8.6,0,0,1
20,Female,Civil,1,8.1,1,0,1
20,Male,Electrical,1,5.9,1,0,0
22,Male,Electronics And Communication,1,6.9,1,1,0
21,Male,Electronics And Communication,3,7.3,0,0,1
19,Female,Electronics And Communication,1,7.1,1,1,0
22,Male,Electrical,0,5.9,1,0,0
22,Male,Electronics And Communication,2,9.6,1,0,1
21,Male,Computer Science,0,8.8,0,0,1
21,Male,Computer Science,1,7.4,0,0,1
22,Female,Information Technology,3,8.4,1,0,1
19,Male,Electronics And Communication,1,9.5,1,0,1
22,Female,Electronics And Communication,1,5.7,0,0,0
21,Female,Electrical,1,6.3,1,0,0
19,Female,Electrical,0,7.7,1,0,0
21,Male,Mechanical,0,9.0,1,0,0
19,Male,Electronics And Communication,1,5.2,0,0,0
20,Male,Computer Science,1,9.9,1,0,1
21,Male,Information Technology,1,7.3,1,0,0
21,Male,Computer Science,0,6.8,0,0,0
22,Male,Electrical,1,6.5,1,1,0
21,Male,Information Technology,1,5.9,0,0,0
21,Male,Electronics And Communication,1,9.0,0,0,1
20,Female,Electrical,1,9.8,0,0,1
21,Male,Civil,1,7.1,1,0,0
20,Female,Electronics And Communication,1,9.8,1,0,1
20,Male,Information Technology,1,9.1,1,0,1
20,Female,Computer Science,2,7.4,1,0,1
20,Male,Computer Science,0,8.4,1,0,0
19,Male,Electronics And Communication,3,7.2,1,1,1
22,Female,Information Technology,0,7.8,1,1,0
19,Male,Civil,0,5.3,1,0,0
21,Female,Information Technology,2,8.5,0,0,1
19,Male,Electronics And Communication,0,5.3,1,0,0
19,Male,Information Technology,1,9.1,1,0,1
21,Male,Computer Science,2,9.1,0,0,1
21,Male,Electrical,2,6.2,1,0,0
21,Male,Computer Science,3,6.6,0,0,1
19,Male,Electronics And Communication,0,7.4,1,1,0
19,Male,Electronics And Communication,1,8.0,1,1,0
21,Male,Mechanical,0,6.4,0,0,0
22,Female,Computer Science,1,8.0,0,0,1
22,Female,Mechanical,2,6.5,1,0,1
20,Male,Electronics And Communication,0,5.3,0,0,0
21,Male,Computer Science,1,5.0,1,0,0
20,Male,Computer Science,1,5.5,1,1,0
22,Male,Electrical,1,9.0,1,0,1
20,Female,Electrical,3,9.8,1,0,1
21,Female,Electronics And Communication,0,7.1,1,0,0
21,Male,Computer Science,1,7.6,1,0,1
21,Male,Electronics And Communication,2,5.7,0,0,1
19,Male,Information Technology,1,7.8,0,0,1
20,Female,Computer Science,0,5.7,0,1,0
22,Male,Electrical,1,8.1,1,0,0
22,Male,Electrical,0,9.7,0,0,1
22,Male,Computer Science,0,6.0,1,0,0
19,Male,Computer Science,2,8.8,0,0,1
19,Male,Electrical,1,5.1,1,0,0
21,Female,Mechanical,2,6.9,1,0,1
22,Male,Electronics And Communication,2,5.6,1,0,0
19,Male,Computer Science,1,6.8,1,0,0
21,Male,Computer Science,0,5.9,1,0,0
22,Male,Electronics And Communication,1,6.9,0,0,0
20,Male,Electronics And Communication,0,7.1,1,0,0
21,Male,Electronics And Communication,2,6.5,0,0,0
19,Male,Information Technology,0,8.3,1,0,0
19,Male,Computer Science,0,9.6,1,0,1
21,Male,Electronics And Communication,1,7.0,1,0,0
21,Male,Electronics And Communication,0,6.0,0,0,0
19,Female,Mechanical,0,6.4,1,0,0
20,Male,Electrical,1,9.3,0,0,1
22,Male,Computer Science,0,7.9,1,0,0
20,Male,Computer Science,0,7.3,0,1,0
21,Male,Civil,0,5.7,0,0,0
20,Male,Electronics And Communication,1,7.2,0,1,1
19,Male,Electronics And Communication,1,6.4,1,0,0
21,Male,Computer Science,1,9.7,1,0,1
22,Male,Electronics And Communication,1,9.4,0,1,1
19,Male,Computer Science,0,5.4,1,1,0
19,Female,Electrical,2,7.6,1,0,1
22,Female,Information Technology,0,6.1,1,0,0
22,Male,Computer Science,1,7.1,0,0,1
20,Male,Electrical,2,9.4,0,0,1
21,Female,Electronics And Communication,2,7.6,1,0,1
22,Female,Electronics And Communication,0,6.7,0,0,0
22,Male,Information Technology,0,6.0,1,1,0
21,Male,Information Technology,1,9.0,1,0,1
22,Male,Electronics And Communication,0,8.1,0,0,0
22,Male,Computer Science,2,7.3,0,0,1
20,Male,Information Technology,1,6.1,1,0,0
19,Male,Information Technology,1,6.7,1,0,0
19,Male,Information Technology,0,9.8,1,0,0
19,Male,Computer Science,1,7.6,0,0,0
19,Male,Electronics And Communication,1,7.0,0,0,0
22,Male,Computer Science,2,7.6,1,0,1
21,Male,Electronics And Communication,0,8.9,1,0,1
21,Male,Electrical,0,6.7,0,0,0
20,Male,Computer Science,0,5.9,1,0,0
20,Female,Computer Science,0,7.9,0,0,1
22,Male,Mechanical,1,8.3,0,1,0
21,Male,Computer Science,2,8.6,1,0,1
21,Male,Computer Science,0,9.4,1,0,1
19,Male,Mechanical,2,6.9,0,0,1
22,Female,Electrical,0,5.4,1,0,0
22,Male,Information Technology,0,9.8,0,0,1
19,Male,Electronics And Communication,0,7.2,0,0,0
22,Male,Information Technology,0,8.1,0,1,0
22,Male,Mechanical,2,8.3,1,0,1
20,Female,Electronics And Communication,0,7.7,1,0,0
21,Female,Electronics And Communication,1,6.0,1,0,0
22,Male,Electrical,1,8.8,0,0,0
20,Male,Electronics And Communication,2,9.0,0,0,1
21,Female,Mechanical,0,7.8,0,0,0
19,Female,Computer Science,0,7.4,0,0,0
20,Male,Computer Science,0,5.6,1,1,0
20,Male,Electronics And Communication,1,5.4,1,0,0
21,Male,Mechanical,0,6.7,1,1,0
19,Female,Computer Science,2,6.6,0,0,0
20,Male,Information Technology,1,9.8,0,0,1
22,Male,Information Technology,1,8.9,1,0,1
22,Male,Mechanical,1,8.3,0,0,1
22,Male,Civil,0,7.6,1,0,0
19,Male,Information Technology,1,5.8,0,0,0
20,Male,Computer Science,3,9.9,0,0,1
22,Male,Civil,2,6.9,0,0,1
19,Male,Information Technology,2,5.5,0,0,1
22,Male,Computer Science,2,7.5,0,0,1
21,Male,Electronics And Communication,0,9.4,1,0,0
20,Male,Mechanical,0,9.4,1,0,1
20,Female,Computer Science,0,5.1,1,0,0
19,Male,Information Technology,0,9.4,0,0,1
19,Male,Computer Science,0,6.4,1,0,0
20,Male,Electronics And Communication,1,5.2,1,0,0
22,Male,Information Technology,1,9.2,0,0,1
22,Male,Electronics And Communication,2,9.3,0,0,1
21,Male,Computer Science,1,8.0,1,0,1
22,Male,Information Technology,2,7.9,1,0,1
19,Male,Computer Science,0,9.1,1,0,0
19,Male,Mechanical,0,8.9,1,0,0
22,Male,Mechanical,1,9.5,1,1,0
19,Male,Mechanical,0,7.8,0,0,0
20,Male,Electronics And Communication,0,9.8,1,0,1
20,Male,Electronics And Communication,0,10.0,1,0,1
22,Male,Information Technology,0,5.6,1,1,0
20,Female,Electrical,1,9.2,1,0,1
20,Female,Mechanical,1,7.5,1,0,1
21,Male,Mechanical,1,6.9,1,1,0
21,Male,Computer Science,1,8.1,0,0,1
20,Male,Computer Science,0,5.3,0,1,0
22,Male,Computer Science,0,7.5,0,0,0
21,Male,Electronics And Communication,0,9.4,1,0,0
19,Female,Electronics And Communication,0,6.1,1,0,0
19,Male,Electrical,1,7.1,0,0,0
19,Female,Electronics And Communication,1,9.7,1,0,1
22,Male,Electronics And Communication,1,7.1,1,0,0
20,Male,Electronics And Communication,0,6.8,1,0,0
19,Male,Electrical,1,7.2,0,1,0
22,Male,Information Technology,1,7.6,0,0,1
21,Male,Information Technology,1,8.2,0,0,1
20,Male,Electrical,1,9.0,1,1,0
21,Male,Computer Science,1,7.3,0,0,1
22,Female,Information Technology,1,9.1,0,0,1
19,Male,Electronics And Communication,1,7.7,0,0,0
19,Female,Electronics And Communication,0,6.7,1,0,0
22,Female,Mechanical,1,8.3,0,0,1
19,Male,Mechanical,0,8.6,0,0,0
20,Male,Computer Science,0,7.8,1,0,0
22,Male,Computer Science,3,5.3,0,0,1
21,Female,Information Technology,3,5.8,1,0,1
22,Male,Electronics And Communication,0,6.4,1,0,0
20,Male,Electronics And Communication,1,6.4,0,0,1
20,Male,Electronics And Communication,0,8.4,0,0,0
22,Male,Computer Science,1,5.1,0,1,0
22,Male,Mechanical,2,8.8,1,1,1
19,Male,Computer Science,3,6.3,0,0,1
20,Male,Electronics And Communication,1,6.6,0,0,1
22,Female,Information Technology,0,7.6,0,1,0
22,Male,Electrical,1,6.1,1,0,0
20,Female,Electronics And Communication,0,9.4,1,0,0
22,Male,Electronics And Communication,2,5.4,1,0,0
19,Female,Computer Science,2,7.2,0,1,0
20,Male,Mechanical,1,9.2,0,0,1
19,Male,Information Technology,0,8.1,1,0,0
19,Male,Mechanical,0,6.5,0,0,0
19,Female,Civil,0,7.1,0,0,0
19,Male,Mechanical,2,8.5,1,0,1
20,Female,Information Technology,1,9.9,1,0,1
19,Female,Computer Science,0,9.5,1,0,1
19,Male,Electronics And Communication,1,6.7,0,0,0
22,Male,Civil,2,10.0,0,0,1
20,Male,Computer Science,0,5.0,0,0,0
20,Male,Electronics And Communication,2,5.1,1,0,0
21,Female,Information Technology,2,9.1,1,0,1
20,Male,Computer Science,2,6.0,0,0,1
20,Male,Information Technology,0,5.3,1,0,0
21,Female,Information Technology,0,6.2,1,0,0
20,Male,Computer Science,0,7.1,0,1,0
20,Female,Mechanical,0,8.7,1,0,1
20,Male,Computer Science,0,8.1,0,0,1
20,Male,Computer Science,1,6.2,1,0,0
21,Male,Information Technology,1,7.5,0,0,0
20,Male,Information Technology,2,9.6,1,1,1
20,Male,Mechanical,0,9.1,0,0,0
21,Male,Computer Science,1,6.6,1,0,1
22,Male,Information Technology,1,9.9,1,1,1
19,Male,Electronics And Communication,1,8.5,1,0,1
22,Male,Electrical,2,5.3,1,0,0
21,Male,Computer Science,1,5.2,1,0,0
19,Male,Mechanical,2,5.8,0,0,0
21,Male,Electronics And Communication,0,8.6,0,1,0
21,Male,Electronics And Communication,1,5.9,0,0,0
20,Male,Computer Science,0,7.6,1,1,0
19,Male,Electrical,0,5.5,0,1,0
20,Male,Information Technology,0,9.6,1,0,0
19,Male,Electrical,0,6.7,1,0,0
21,Male,Computer Science,0,9.5,0,0,1
21,Female,Computer Science,0,9.7,0,0,1
22,Male,Electronics And Communication,0,5.0,1,0,0
19,Male,Mechanical,2,7.3,1,0,1
20,Male,Electronics And Communication,0,5.1,0,0,0
22,Male,Electrical,1,9.5,0,1,1
22,Female,Electrical,0,7.6,1,0,0
22,Male,Electrical,2,5.4,1,0,0
20,Male,Information Technology,2,5.6,0,1,0
22,Male,Information Technology,1,6.9,1,0,0
20,Male,Mechanical,1,9.7,1,0,1
22,Male,Electronics And Communication,0,8.5,0,0,0
20,Male,Information Technology,3,9.3,0,0,1
21,Male,Electronics And Communication,2,6.8,1,0,1
21,Male,Computer Science,2,5.2,1,0,0
21,Male,Electronics And Communication,1,9.9,0,0,1
21,Male,Electronics And Communication,0,5.1,1,1,0
21,Male,Computer Science,2,9.7,0,0,1
22,Male,Computer Science,0,6.8,1,0,0
22,Female,Information Technology,1,5.1,0,0,0
22,Male,Electronics And Communication,0,8.4,1,0,0
20,Female,Information Technology,2,9.9,1,0,1
20,Male,Electronics And Communication,0,9.8,1,1,1
20,Male,Information Technology,0,5.8,0,0,0
20,Male,Information Technology,1,5.9,0,0,0
21,Male,Information Technology,1,7.8,0,0,1
21,Male,Mechanical,1,8.2,1,0,1
21,Male,Computer Science,0,8.7,1,0,1
19,Male,Mechanical,0,5.9,0,0,0
22,Female,Computer Science,1,9.8,0,0,1
20,Male,Computer Science,3,8.2,1,0,1
20,Male,Information Technology,2,9.2,1,0,1
21,Male,Electronics And Communication,1,7.7,1,0,1
20,Male,Information Technology,2,7.1,1,0,1
20,Male,Information Technology,1,9.9,0,1,1
22,Male,Computer Science,1,7.9,0,0,1
21,Female,Electronics And Communication,1,9.3,1,0,1
22,Male,Electronics And Communication,1,9.8,1,0,1
19,Male,Electrical,1,8.4,1,0,1
19,Male,Information Technology,1,7.7,0,0,0
19,Female,Electronics And Communication,0,5.0,0,0,0
21,Male,Computer Science,0,5.2,1,0,0
20,Male,Information Technology,0,6.0,1,0,0
21,Male,Mechanical,1,5.9,1,1,0
21,Male,Electronics And Communication,0,6.3,1,0,0
20,Male,Electronics And Communication,0,6.5,1,0,0
22,Male,Electrical,1,6.8,1,0,0
19,Male,Electronics And Communication,1,7.1,0,1,0
22,Male,Electronics And Communication,1,5.5,0,0,0
19,Male,Civil,1,5.2,0,0,0
21,Male,Information Technology,2,8.4,1,1,1
19,Male,Computer Science,2,7.7,1,0,1
21,Male,Electronics And Communication,2,7.2,1,0,1
22,Male,Electronics And Communication,1,8.2,0,0,1
21,Male,Electronics And Communication,0,9.1,1,1,0
22,Male,Electrical,3,7.1,0,1,1
20,Female,Computer Science,0,8.2,1,1,0
20,Female,Mechanical,0,9.8,1,0,1
20,Male,Electrical,1,9.2,1,1,0
21,Male,Computer Science,0,7.1,0,0,0
20,Male,Electronics And Communication,3,8.2,0,0,1
19,Male,Information Technology,1,5.9,0,0,0
22,Male,Electrical,1,7.8,1,0,1
22,Male,Mechanical,1,9.9,0,0,1
19,Male,Electronics And Communication,1,7.6,1,0,0
21,Male,Information Technology,0,9.6,1,1,0
21,Male,Information Technology,1,7.0,0,0,0
22,Male,Electrical,1,10.0,0,0,1
20,Male,Electronics And Communication,1,7.9,1,1,0
21,Male,Information Technology,1,5.2,1,0,0
21,Female,Electrical,0,7.9,1,0,0
19,Female,Computer Science,0,6.4,1,0,0
19,Male,Computer Science,0,5.2,0,0,0
20,Male,Electronics And Communication,0,9.1,0,0,1
21,Male,Computer Science,2,6.4,0,0,1
21,Male,Computer Science,2,9.0,1,1,1
19,Male,Electrical,0,6.4,1,0,0
21,Male,Computer Science,1,6.0,1,0,0
22,Male,Computer Science,1,9.9,0,0,1
19,Male,Information Technology,0,6.8,1,0,0
20,Male,Electronics And Communication,0,8.0,1,0,0
19,Male,Computer Science,3,8.0,0,1,1
21,Male,Mechanical,1,7.8,0,0,0
20,Male,Electrical,3,9.6,1,0,1
19,Female,Information Technology,0,8.4,0,1,0
22,Male,Information Technology,1,7.0,1,0,1
22,Male,Electronics And Communication,0,9.3,0,0,1
19,Female,Electrical,0,5.9,1,0,0
22,Female,Electronics And Communication,1,7.7,0,0,1
22,Male,Mechanical,0,9.8,0,1,0
22,Female,Computer Science,0,8.1,0,0,0
20,Male,Electrical,0,9.1,0,0,0
22,Male,Mechanical,0,8.3,1,0,0
22,Male,Mechanical,1,9.2,1,1,0
22,Male,Electronics And Communication,1,9.7,0,1,1
20,Male,Computer Science,0,6.4,1,0,0
19,Male,Information Technology,0,5.8,0,0,0
21,Male,Mechanical,0,7.4,0,0,0
22,Male,Electronics And Communication,1,8.5,1,0,1
19,Male,Civil,0,6.1,1,1,0
22,Male,Electrical,1,5.0,1,1,0
20,Male,Computer Science,0,6.7,1,1,0
19,Male,Mechanical,0,9.8,1,0,1
20,Male,Information Technology,2,8.5,1,1,1
22,Female,Computer Science,1,7.0,1,1,0
22,Male,Computer Science,0,6.0,0,0,0
20,Male,Information Technology,2,6.8,1,0,1
21,Male,Mechanical,1,5.8,0,0,0
20,Male,Computer Science,2,5.5,1,0,0
22,Male,Information Technology,1,9.5,1,1,0
20,Male,Information Technology,1,10.0,0,0,1
21,Male,Mechanical,3,5.8,0,0,0
20,Male,Electronics And Communication,0,5.3,0,0,0
21,Female,Electrical,1,6.6,0,0,0
21,Male,Computer Science,1,7.3,1,1,0
20,Male,Computer Science,0,6.0,1,0,0
20,Female,Electronics And Communication,0,6.5,0,0,0
19,Male,Computer Science,0,6.0,0,0,0
22,Male,Electrical,1,8.9,1,0,1
21,Male,Computer Science,1,8.6,1,0,1
19,Male,Mechanical,1,8.2,0,1,0
20,Male,Electronics And Communication,0,6.9,1,0,0
22,Male,Computer Science,1,9.5,1,0,1
19,Male,Civil,2,9.8,0,0,1
21,Male,Mechanical,0,5.9,0,0,0
19,Male,Electronics And Communication,1,6.1,0,1,0
21,Male,Information Technology,1,7.6,0,0,0
20,Male,Electronics And Communication,1,5.5,1,0,0
22,Female,Computer Science,1,7.2,0,0,1
22,Male,Mechanical,2,7.9,1,0,1
22,Male,Mechanical,0,7.6,1,0,0
20,Male,Electronics And Communication,2,6.7,1,0,1
21,Male,Electrical,0,7.7,1,0,0
20,Male,Information Technology,0,9.8,0,1,0
22,Male,Computer Science,0,6.0,1,0,0
20,Female,Information Technology,1,8.3,0,0,1
20,Female,Information Technology,1,5.2,1,1,0
20,Male,Information Technology,0,5.3,0,1,0
21,Male,Computer Science,0,7.8,1,0,1
19,Male,Information Technology,2,5.5,1,0,0
19,Male,Electronics And Communication,2,5.1,0,0,0
20,Male,Mechanical,1,5.9,0,0,0
19,Male,Information Technology,1,7.8,0,0,1
19,Male,Electronics And Communication,1,8.5,0,0,1
20,Male,Mechanical,0,6.0,1,0,0
20,Male,Electrical,2,8.3,1,0,1
22,Female,Electrical,0,5.9,1,0,0
19,Male,Computer Science,1,8.1,1,0,0
21,Male,Electronics And Communication,0,7.1,1,0,0
20,Male,Information Technology,1,8.3,0,0,1
22,Male,Electronics And Communication,1,10.0,0,0,1
21,Male,Electrical,1,9.7,1,0,1
19,Male,Electronics And Communication,0,5.0,0,0,0
22,Male,Computer Science,1,9.4,1,0,1
20,Male,Computer Science,0,5.3,1,0,0
21,Male,Computer Science,0,9.8,0,0,1
20,Male,Mechanical,0,6.4,1,0,0
19,Male,Computer Science,1,6.9,0,0,1
21,Female,Electronics And Communication,1,5.5,1,0,0
19,Male,Computer Science,1,5.6,0,0,0
19,Male,Information Technology,1,8.6,1,0,0
22,Male,Electronics And Communication,1,9.7,1,0,1
20,Female,Information Technology,1,8.1,0,0,1
21,Male,Information Technology,0,8.6,1,0,1
19,Male,Mechanical,0,8.8,1,1,0
19,Male,Electrical,1,6.3,0,0,0
21,Male,Electrical,1,5.2,0,0,0
19,Male,Electrical,2,5.0,0,0,0
22,Male,Electronics And Communication,2,6.8,1,0,1
22,Female,Electronics And Communication,0,6.2,0,0,0
22,Male,Computer Science,0,5.3,0,0,0
22,Male,Electrical,1,5.9,0,0,0
19,Male,Civil,0,5.6,1,0,0
21,Male,Electrical,0,9.6,0,0,1
21,Female,Electronics And Communication,2,5.7,1,0,1
21,Male,Electrical,0,7.7,1,0,0
21,Male,Computer Science,2,8.0,0,0,1
20,Male,Electronics And Communication,1,7.7,1,0,0
21,Male,Computer Science,1,5.5,1,0,0
20,Male,Electronics And Communication,0,6.6,1,0,0
20,Male,Information Technology,0,5.3,1,0,0
22,Female,Computer Science,1,7.0,1,0,0
20,Female,Computer Science,0,5.9,0,0,0
19,Male,Information Technology,0,7.8,0,0,0
20,Female,Electrical,0,8.5,0,1,0
22,Male,Information Technology,0,7.7,1,0,0
20,Male,Computer Science,0,7.2,0,0,0
19,Male,Mechanical,1,6.9,1,0,0
19,Male,Electrical,0,9.2,1,1,0
19,Male,Electronics And Communication,0,6.1,1,1,0
22,Male,Information Technology,1,8.7,1,0,1
22,Male,Computer Science,3,8.8,0,0,1
21,Male,Electronics And Communication,0,7.1,1,0,0
22,Male,Information Technology,0,6.5,0,0,0
19,Male,Electrical,1,7.4,0,0,0
19,Male,Electronics And Communication,2,5.5,1,1,0
22,Male,Mechanical,1,5.2,0,0,0
20,Male,Electrical,1,5.6,0,0,0
22,Male,Electrical,0,5.9,0,0,0
22,Female,Computer Science,1,7.5,1,0,1
19,Male,Electrical,0,9.2,1,0,0
21,Male,Computer Science,1,6.2,1,0,0
19,Female,Information Technology,1,9.7,0,0,1
21,Male,Electronics And Communication,3,9.8,0,0,1
19,Male,Electronics And Communication,0,9.8,1,0,1
22,Male,Mechanical,0,9.2,1,1,0
19,Female,Computer Science,1,6.8,0,0,0
19,Male,Computer Science,1,5.4,1,0,0
19,Male,Electronics And Communication,1,7.8,1,0,0
22,Male,Information Technology,0,7.8,0,0,0
22,Male,Electronics And Communication,0,9.2,0,1,0
22,Male,Mechanical,1,10.0,1,1,1
22,Male,Electronics And Communication,0,7.5,1,0,0
21,Male,Electronics And Communication,2,6.7,1,0,1
21,Female,Computer Science,1,5.9,1,0,0
20,Male,Computer Science,1,5.0,0,1,0
22,Male,Computer Science,1,7.5,1,0,1
21,Female,Computer Science,1,7.8,1,0,1
19,Male,Civil,0,9.1,0,0,0
22,Male,Information Technology,2,7.5,0,1,0
20,Male,Electronics And Communication,0,9.6,0,0,1
20,Female,Computer Science,1,8.1,0,0,1
20,Male,Electrical,0,9.2,0,0,0
19,Male,Computer Science,1,5.7,0,1,0
21,Female,Electronics And Communication,0,9.3,0,0,0
19,Male,Mechanical,0,8.4,1,1,0
22,Female,Information Technology,3,5.9,1,0,1
20,Female,Information Technology,0,5.9,0,0,0
19,Male,Electronics And Communication,1,9.6,1,1,1
19,Male,Electronics And Communication,3,5.2,1,1,0
21,Male,Information Technology,0,7.3,0,0,0
21,Male,Electronics And Communication,1,6.6,0,0,0
20,Male,Information Technology,0,8.3,0,0,1
19,Male,Information Technology,0,9.2,0,0,1
19,Female,Computer Science,1,6.8,0,0,1
21,Male,Electrical,2,7.1,1,0,1
19,Male,Mechanical,0,9.9,1,0,1
19,Female,Mechanical,1,8.9,0,0,1
19,Female,Electronics And Communication,1,9.5,0,0,1
21,Male,Electronics And Communication,2,7.2,1,0,1
20,Female,Computer Science,0,6.2,1,0,0
22,Male,Electronics And Communication,1,7.1,1,0,0
20,Female,Civil,1,8.6,0,0,1
22,Male,Electronics And Communication,1,5.5,0,0,0
19,Male,Computer Science,2,6.4,1,0,1
20,Male,Computer Science,2,5.2,0,0,0
22,Male,Information Technology,0,7.2,1,0,0
21,Male,Electronics And Communication,1,9.1,0,0,1
21,Male,Computer Science,0,5.1,0,0,0
20,Male,Computer Science,0,8.4,1,0,0
20,Female,Electrical,1,9.7,1,0,1
19,Male,Electronics And Communication,0,6.2,0,1,0
20,Male,Electrical,1,8.5,1,0,1
19,Male,Mechanical,3,9.9,0,1,1
19,Male,Computer Science,0,9.8,1,0,1
21,Female,Mechanical,2,6.2,1,0,0
21,Female,Electronics And Communication,1,5.5,0,0,0
22,Male,Civil,1,5.7,0,0,0
21,Male,Information Technology,2,8.5,0,1,1
21,Male,Computer Science,0,8.6,1,0,1
20,Male,Computer Science,1,8.4,1,0,1
21,Female,Electronics And Communication,1,6.7,0,0,1
22,Male,Civil,0,5.8,1,0,0
20,Male,Electronics And Communication,2,7.9,0,0,1
22,Male,Information Technology,2,7.4,0,0,1
21,Male,Computer Science,0,8.6,0,1,0
22,Female,Electrical,0,7.2,0,0,0
20,Male,Electronics And Communication,1,6.7,0,0,0
19,Male,Information Technology,0,6.5,1,0,0
22,Male,Computer Science,1,6.1,1,0,0
22,Male,Mechanical,0,6.3,0,0,0
20,Male,Electronics And Communication,1,5.5,1,1,0
20,Male,Electronics And Communication,0,6.7,0,0,0
22,Male,Electronics And Communication,0,5.2,1,0,0
21,Male,Mechanical,1,5.9,1,1,0
22,Male,Electronics And Communication,1,8.7,0,0,1
20,Male,Information Technology,3,6.6,1,0,1
19,Male,Electronics And Communication,2,8.3,0,0,1
19,Male,Electrical,0,8.6,1,1,0
21,Male,Electrical,0,7.9,0,0,0
22,Male,Information Technology,2,9.8,0,0,1
19,Male,Computer Science,2,5.1,0,0,0
22,Male,Electronics And Communication,2,8.7,0,0,1
20,Male,Electronics And Communication,0,9.8,0,0,1
19,Male,Computer Science,3,9.3,0,0,1
21,Male,Information Technology,0,5.8,1,0,0
20,Male,Information Technology,1,6.6,0,1,0
21,Male,Electrical,2,5.9,1,0,0
20,Male,Computer Science,0,8.0,0,0,1
19,Male,Information Technology,2,8.6,1,1,1
21,Female,Computer Science,0,6.6,0,0,0
21,Male,Information Technology,3,7.7,0,1,1
20,Male,Computer Science,0,8.5,1,0,1
21,Male,Computer Science,3,7.1,0,0,1
20,Male,Computer Science,0,9.3,0,0,1
20,Male,Mechanical,1,8.9,0,0,1
20,Male,Electrical,1,5.3,0,0,0
20,Female,Computer Science,1,8.1,1,0,1
19,Male,Electronics And Communication,0,6.2,0,0,0
20,Female,Computer Science,1,7.8,1,0,1
22,Male,Information Technology,0,9.8,0,0,0
21,Male,Electronics And Communication,1,9.4,0,0,1
22,Male,Mechanical,0,7.0,0,0,0
19,Male,Civil,3,6.5,0,0,1
22,Male,Electrical,0,6.2,1,0,0
21,Male,Electronics And Communication,0,7.7,0,0,0
22,Male,Electrical,0,5.6,0,0,0
19,Female,Mechanical,1,7.7,0,0,1
20,Female,Computer Science,0,5.0,1,0,0
22,Male,Information Technology,1,6.6,1,1,0
19,Male,Mechanical,2,6.1,1,0,0
19,Male,Computer Science,1,9.9,1,0,1
21,Male,Computer Science,1,8.6,0,1,0
21,Male,Computer Science,0,6.7,0,0,0
22,Male,Information Technology,1,5.5,1,0,0
20,Male,Electronics And Communication,0,7.6,0,0,0
19,Male,Electrical,1,6.1,0,0,0
22,Female,Information Technology,0,7.7,1,0,0
19,Male,Information Technology,1,9.2,0,0,1
19,Female,Electronics And Communication,0,8.1,1,0,0
20,Male,Information Technology,2,8.2,1,0,1
20,Male,Electronics And Communication,0,7.7,1,0,0
22,Male,Electronics And Communication,1,9.6,1,0,1
20,Male,Information Technology,0,9.7,1,0,1
20,Male,Computer Science,1,7.6,1,0,1
22,Male,Information Technology,2,6.5,0,0,1
20,Male,Electronics And Communication,1,7.3,0,0,1
21,Male,Computer Science,1,5.9,0,1,0
19,Male,Electronics And Communication,2,8.2,1,0,1
19,Male,Civil,1,7.5,1,0,1
19,Male,Information Technology,1,5.5,1,0,0
19,Male,Information Technology,1,6.0,0,0,0
22,Male,Computer Science,1,7.4,0,0,0
19,Male,Electronics And Communication,0,9.4,1,0,1
19,Female,Civil,2,7.8,1,0,1
19,Male,Computer Science,1,8.4,1,1,1
19,Male,Computer Science,0,6.7,1,0,0
21,Male,Information Technology,1,7.9,1,1,0
19,Male,Electronics And Communication,0,7.2,0,0,0
21,Male,Mechanical,0,8.3,1,0,0
22,Male,Information Technology,1,5.3,1,1,0
20,Male,Computer Science,2,7.5,1,0,1
19,Male,Electronics And Communication,2,6.5,1,1,0
20,Male,Electronics And Communication,3,6.6,0,0,1
20,Male,Electrical,2,9.8,1,0,1
22,Male,Information Technology,0,5.9,1,0,0
20,Female,Electronics And Communication,0,6.6,1,0,0
21,Male,Electronics And Communication,2,7.5,0,0,1
20,Male,Information Technology,0,9.3,1,0,1
20,Male,Information Technology,1,7.1,0,0,0
20,Male,Computer Science,1,8.7,1,0,1
19,Female,Computer Science,0,9.3,1,0,1
19,Male,Electronics And Communication,2,6.6,1,0,1
